表層形, 品詞
僕,名詞
だって,助詞
、,記号
いつ,名詞
まで,助詞
も,助詞
、,記号
下手くそ,名詞
な,助動詞
漫画,名詞
など,助詞
を,助詞
かい,動詞
て,助詞
いる,動詞
つもり,名詞
は,助詞
無い,形容詞
、,記号
これから,副詞
、,記号
酒,名詞
を,助詞
やめ,動詞
て,助詞
、,記号
からだ,名詞
を,助詞
直し,動詞
て,助詞
、,記号
勉強,名詞
し,動詞
て,助詞
、,記号
きっと,副詞
偉い,形容詞
絵,名詞
画き,動詞
に,助詞
なっ,動詞
て,助詞
見せる,動詞
。,記号
いま,名詞
が,助詞
大事,名詞
な,助動詞
ところ,名詞
な,助動詞
ん,名詞
だ,助動詞
。,記号
だから,接続詞
さ,助詞
、,記号
ね,助詞
、,記号
おねがい,名詞
。,記号
キス,名詞
し,動詞
て,助詞
あげよ,動詞
う,助動詞
か,助詞
」,記号
奥さん,名詞
は,助詞
笑い,動詞
出し,動詞
、,記号
「,記号
困る,動詞
わ,助詞
ねえ,助詞
。,記号
中毒,名詞
に,助詞
なっ,動詞
て,助詞
も,助詞
知り,動詞
ませ,助動詞
ん,助動詞
よ,助詞
」,記号
コトコト,副詞
と,助詞
松葉杖,名詞
の,助詞
音,名詞
を,助詞
さ,動詞
せ,動詞
て,助詞
、,記号
その,連体詞
薬品,名詞
を,助詞
棚,名詞
から,助詞
取り出し,動詞
、,記号
「,記号
一,名詞
箱,名詞
は,助詞
、,記号
あげ,動詞
られ,動詞
ませ,助動詞
ん,助動詞
よ,助詞
。,記号
すぐ,副詞
使っ,動詞
て,助詞
しまう,動詞
の,名詞
だ,助動詞
もの,名詞
。,記号
半分,名詞
ね,助詞
」,記号
「,記号
ケチ,名詞
だ,助動詞
なあ,助詞
、,記号
まあ,副詞
、,記号
仕方,名詞
が,助詞
無い,形容詞
や,助詞
」,記号
家,名詞
へ,助詞
帰っ,動詞
て,助詞
、,記号
すぐ,副詞
に,助詞
一,名詞
本,名詞
、,記号
注射,名詞
を,助詞
し,動詞
ます,助動詞
。,記号
「,記号
痛く,形容詞
ない,助動詞
ん,名詞
です,助動詞
か,助詞
？,記号
」,記号
ヨシ子,名詞
は,助詞
、,記号
おどおど,副詞
自分,名詞
に,助詞
たずね,動詞
ます,助動詞
。,記号
「,記号
それ,名詞
あ,フィラー
痛い,形容詞
さ,助詞
。,記号
でも,接続詞
、,記号
仕事,名詞
の,助詞
能率,名詞
を,助詞
あげる,動詞
ため,名詞
に,助詞
は,助詞
、,記号
いや,名詞
でも,助詞
これ,名詞
を,助詞
やら,動詞
なけれ,助動詞
ば,助詞
いけ,動詞
ない,助動詞
ん,名詞
だ,助動詞
。,記号
僕,名詞
は,助詞
この,連体詞
頃,名詞
、,記号
とても,副詞
元気,名詞
だろ,助動詞
う,助動詞
？,記号
　,記号
さあ,感動詞
、,記号
仕事,名詞
だ,助動詞
。,記号
仕事,名詞
、,記号
仕事,名詞
」,記号
と,助詞
はしゃぐ,動詞
の,名詞
です,助動詞
。,記号
深夜,名詞
、,記号
薬屋,名詞
の,助詞
戸,名詞
を,助詞
たたい,動詞
た,助動詞
事,名詞
も,助詞
あり,動詞
まし,助動詞
た,助動詞
。,記号
寝巻,名詞
姿,名詞
で,助詞
、,記号
コトコト,副詞
松葉杖,名詞
を,助詞
つい,動詞
て,助詞
出,動詞
て,助詞
来,動詞
た,助動詞
奥さん,名詞
に,助詞
、,記号
いきなり,副詞
抱きつい,動詞
て,助詞
キス,名詞
し,動詞
て,助詞
、,記号
泣く,動詞
真似,名詞
を,助詞
し,動詞
まし,助動詞
た,助動詞
。,記号
奥さん,名詞
は,助詞
、,記号
黙っ,動詞
て,助詞
自分,名詞
に,助詞
一,名詞
箱,名詞
、,記号
手渡し,動詞
まし,助動詞
た,助動詞
。,記号
薬品,名詞
も,助詞
また,接続詞
、,記号
焼酎,名詞
同様,名詞
、,記号
いや,接続詞
、,記号
それ,名詞
以上,名詞
に,助詞
、,記号
いまわしく,形容詞
不潔,名詞
な,助動詞
もの,名詞
だ,助動詞
と,助詞
、,記号
つくづく,副詞
思い知っ,動詞
た,助動詞
時,名詞
に,助詞
は,助詞
、,記号
既に,副詞
自分,名詞
は,助詞
完全,名詞
な,助動詞
中毒,名詞
患者,名詞
に,助詞
なっ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
真に,副詞
、,記号
恥知らず,名詞
の,助詞
極,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
その,連体詞
薬品,名詞
を,助詞
得,動詞
たい,助動詞
ばかり,助詞
に,助詞
、,記号
またも,副詞
春画,名詞
の,助詞
コピイ,名詞
を,助詞
はじめ,名詞
、,記号
そうして,接続詞
、,記号
あの,連体詞
薬屋,名詞
の,助詞
不具,名詞
の,助詞
奥さん,名詞
と,助詞
文字どおり,名詞
の,助詞
醜,形容詞
関係,名詞
を,助詞
さえ,助詞
結び,動詞
まし,助動詞
た,助動詞
。,記号
死に,動詞
たい,助動詞
、,記号
いっそ,副詞
、,記号
死に,動詞
たい,助動詞
、,記号
もう,副詞
取返し,名詞
が,助詞
つか,動詞
ない,助動詞
ん,名詞
だ,助動詞
、,記号
どんな,連体詞
事,名詞
を,助詞
し,動詞
て,助詞
も,助詞
、,記号
何,名詞
を,助詞
し,動詞
て,助詞
も,助詞
、,記号
駄目,名詞
に,助詞
なる,動詞
だけ,助詞
な,助動詞
ん,名詞
だ,助動詞
、,記号
恥,名詞
の,助詞
上塗り,名詞
を,助詞
する,動詞
だけ,助詞
な,助動詞
ん,名詞
だ,助動詞
、,記号
自転車,名詞
で,助詞
青葉,名詞
の,助詞
滝,名詞
など,助詞
、,記号
自分,名詞
に,助詞
は,助詞
望む,動詞
べく,助動詞
も,助詞
無い,形容詞
ん,名詞
だ,助動詞
、,記号
ただ,接続詞
けがらわしい,形容詞
罪,名詞
に,助詞
あさましい,形容詞
罪,名詞
が,助詞
重なり,動詞
、,記号
苦悩,名詞
が,助詞
増大,名詞
し,動詞
強烈,名詞
に,助詞
なる,動詞
だけ,助詞
な,助動詞
ん,名詞
だ,助動詞
、,記号
死に,動詞
たい,助動詞
、,記号
死な,動詞
なけれ,助動詞
ば,助詞
なら,動詞
ぬ,助動詞
、,記号
生き,動詞
て,助詞
いる,動詞
の,名詞
が,助詞
罪,名詞
の,助詞
種,名詞
な,助動詞
の,名詞
だ,助動詞
、,記号
など,助詞
と,助詞
思いつめ,動詞
て,助詞
も,助詞
、,記号
やっぱり,副詞
、,記号
アパート,名詞
と,助詞
薬屋,名詞
の,助詞
間,名詞
を,助詞
半,接頭詞
狂乱,名詞
の,助詞
姿,名詞
で,助詞
往復,名詞
し,動詞
て,助詞
いる,動詞
ばかり,助詞
な,助動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
いくら,副詞
仕事,名詞
を,助詞
し,動詞
て,助詞
も,助詞
、,記号
薬,名詞
の,助詞
使用,名詞
量,名詞
も,助詞
したがって,接続詞
ふえ,動詞
て,助詞
いる,動詞
ので,助詞
、,記号
薬代,名詞
の,助詞
借り,名詞
が,助詞
おそろしい,形容詞
ほど,助詞
の,助詞
額,名詞
に,助詞
のぼり,動詞
、,記号
奥さん,名詞
は,助詞
、,記号
自分,名詞
の,助詞
顔,名詞
を,助詞
見る,動詞
と,助詞
涙,名詞
を,助詞
浮べ,動詞
、,記号
自分,名詞
も,助詞
涙,名詞
を,助詞
流し,動詞
まし,助動詞
た,助動詞
。,記号
地獄,名詞
。,記号
この,連体詞
地獄,名詞
から,助詞
のがれる,動詞
ため,名詞
の,助詞
最後,名詞
の,助詞
手段,名詞
、,記号
これ,名詞
が,助詞
失敗,名詞
し,動詞
たら,助動詞
、,記号
あと,名詞
は,助詞
もう,副詞
首,名詞
を,助詞
くくる,動詞
ばかり,助詞
だ,助動詞
、,記号
という,助詞
神,名詞
の,助詞
存在,名詞
を,助詞
賭ける,動詞
ほど,助詞
の,助詞
決意,名詞
を以て,助詞
、,記号
自分,名詞
は,助詞
、,記号
故郷,名詞
の,助詞
父,名詞
あて,名詞
に,助詞
長い,形容詞
手紙,名詞
を,助詞
書い,動詞
て,助詞
、,記号
自分,名詞
の,助詞
実情,名詞
一,名詞
さい,名詞
を,助詞
（,記号
女,名詞
の,助詞
事,名詞
は,助詞
、,記号
さすが,副詞
に,助詞
書け,動詞
ませ,助動詞
ん,助動詞
でし,助動詞
た,助動詞
が,助詞
）,記号
告白,名詞
する,動詞
事,名詞
に,助詞
し,動詞
まし,助動詞
た,助動詞
。,記号
しかし,接続詞
、,記号
結果,名詞
は,助詞
一,名詞
そう,名詞
悪く,形容詞
、,記号
待て,動詞
ど,助詞
暮せ,動詞
ど,助詞
何,名詞
の,助詞
返事,名詞
も,助詞
無く,形容詞
、,記号
自分,名詞
は,助詞
その,連体詞
焦燥,名詞
と,助詞
不安,名詞
の,助詞
ため,名詞
に,助詞
、,記号
かえって,副詞
薬,名詞
の,助詞
量,名詞
を,助詞
ふやし,動詞
て,助詞
しまい,動詞
まし,助動詞
た,助動詞
。,記号
今夜,名詞
、,記号
十,名詞
本,名詞
、,記号
一気に,副詞
注射,名詞
し,動詞
、,記号
そうして,接続詞
大川,名詞
に,助詞
飛び込も,動詞
う,助動詞
と,助詞
、,記号
ひそか,名詞
に,助詞
覚悟,名詞
を,助詞
極め,動詞
た,助動詞
その,連体詞
日,名詞
の,助詞
午後,名詞
、,記号
ヒラメ,名詞
が,助詞
、,記号
悪魔,名詞
の,助詞
勘,名詞
で,助詞
嗅ぎつけ,動詞
た,助動詞
みたい,名詞
に,助詞
、,記号
堀木,名詞
を,助詞
連れ,動詞
て,助詞
あらわれ,動詞
まし,助動詞
た,助動詞
。,記号
「,記号
お前,名詞
は,助詞
、,記号
喀血,名詞
し,動詞
た,助動詞
ん,名詞
だ,助動詞
ってな,助詞
」,記号
堀木,名詞
は,助詞
、,記号
自分,名詞
の,助詞
前,名詞
に,助詞
あぐら,名詞
を,助詞
かい,動詞
て,助詞
そう,副詞
言い,動詞
、,記号
いま,名詞
まで,助詞
見,動詞
た,助動詞
事,名詞
も,助詞
無い,形容詞
くらい,助詞
に,助詞
優しく,形容詞
微笑み,動詞
まし,助動詞
た,助動詞
。,記号
その,連体詞
優しい,形容詞
微笑,名詞
が,助詞
、,記号
ありがたく,形容詞
て,助詞
、,記号
うれしく,形容詞
て,助詞
、,記号
自分,名詞
は,助詞
つい,副詞
顔,名詞
を,助詞
そむけ,動詞
て,助詞
涙,名詞
を,助詞
流し,動詞
まし,助動詞
た,助動詞
。,記号
そう,副詞
し,動詞
て,助詞
彼,名詞
の,助詞
その,連体詞
優しい,形容詞
微笑,名詞
一つ,名詞
で,助詞
、,記号
自分,名詞
は,助詞
完全,名詞
に,助詞
打ち破ら,動詞
れ,動詞
、,記号
葬り,動詞
去ら,動詞
れ,動詞
て,助詞
しまっ,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
自分,名詞
は,助詞
自動車,名詞
に,助詞
乗せ,動詞
られ,動詞
まし,助動詞
た,助動詞
。,記号
とにかく,副詞
入院,名詞
し,動詞
なけれ,助動詞
ば,助詞
なら,動詞
ぬ,助動詞
、,記号
あと,名詞
は,助詞
自分,名詞
たち,名詞
に,助詞
まかせ,動詞
なさい,動詞
、,記号
と,助詞
ヒラメ,名詞
も,助詞
、,記号
しんみり,名詞
し,動詞
た,助動詞
口調,名詞
で,助詞
、,記号
（,記号
それ,名詞
は,助詞
慈悲,名詞
深い,形容詞
と,助詞
でも,助詞
形容,名詞
し,動詞
たい,助動詞
ほど,助詞
、,記号
もの静か,名詞
な,助動詞
口調,名詞
でし,助動詞
た,助動詞
）,記号
自分,名詞
に,助詞
すすめ,動詞
、,記号
自分,名詞
は,助詞
意志,名詞
も,助詞
判断,名詞
も,助詞
何,名詞
も,助詞
無い,形容詞
者,名詞
の,助詞
如く,助動詞
、,記号
ただ,接続詞
メソメソ,名詞
泣き,動詞
ながら,助詞
唯々,名詞
諾々,名詞
と,助詞
二,名詞
人,名詞
の,助詞
言いつけ,動詞
に,助詞
従う,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
ヨシ子,名詞
も,助詞
いれ,動詞
て,助詞
四,名詞
人,名詞
、,記号
自分,名詞
たち,名詞
は,助詞
、,記号
ずいぶん,副詞
永い,形容詞
こと,名詞
自動車,名詞
に,助詞
ゆら,動詞
れ,動詞
、,記号
あたり,名詞
が,助詞
薄暗く,形容詞
なっ,動詞
た,助動詞
頃,名詞
、,記号
森,名詞
の,助詞
中,名詞
の,助詞
大きい,形容詞
病院,名詞
の,助詞
、,記号
玄関,名詞
に,助詞
到着,名詞
し,動詞
まし,助動詞
た,助動詞
。,記号
サナトリアム,名詞
と,助詞
ばかり,助詞
思っ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
若い,形容詞
医師,名詞
の,助詞
いや,名詞
に,助詞
物やわらか,名詞
な,助動詞
、,記号
鄭重,名詞
な,助動詞
診察,名詞
を,助詞
受け,動詞
、,記号
それから,接続詞
医師,名詞
は,助詞
、,記号
「,記号
まあ,副詞
、,記号
しばらく,副詞
ここ,名詞
で,助詞
静養,名詞
する,動詞
ん,名詞
です,助動詞
ね,助詞
」,記号
と,助詞
、,記号
まるで,副詞
、,記号
はにかむ,動詞
よう,名詞
に,助詞
微笑,名詞
し,動詞
て,助詞
言い,動詞
、,記号
ヒラメ,名詞
と,助詞
堀木,名詞
と,助詞
ヨシ子,名詞
は,助詞
、,記号
自分,名詞
ひとり,名詞
を,助詞
置い,動詞
て,助詞
帰る,動詞
こと,名詞
に,助詞
なり,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
ヨシ子,名詞
は,助詞
着,動詞
換,名詞
の,助詞
衣類,名詞
を,助詞
いれ,動詞
て,助詞
ある,動詞
風呂敷,名詞
包,名詞
を,助詞
自分,名詞
に,助詞
手渡し,名詞
、,記号
それ,名詞
から,助詞
黙っ,動詞
て,助詞
帯,名詞
の,助詞
間,名詞
から,助詞
注射,名詞
器,名詞
と,助詞
使い,動詞
残り,名詞
の,助詞
あの,連体詞
薬品,名詞
を,助詞
差し出し,動詞
まし,助動詞
た,助動詞
。,記号
やはり,副詞
、,記号
強精剤,名詞
だ,助動詞
と,助詞
ばかり,助詞
思っ,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
でしょ,助動詞
う,助動詞
か,助詞
。,記号
「,記号
いや,接続詞
、,記号
もう,副詞
要ら,動詞
ない,助動詞
」,記号
実に,副詞
、,記号
珍,名詞
らしい,助動詞
事,名詞
でし,助動詞
た,助動詞
。,記号
すすめ,動詞
られ,動詞
て,助詞
、,記号
それ,名詞
を,助詞
拒否,名詞
し,動詞
た,助動詞
の,名詞
は,助詞
、,記号
自分,名詞
の,助詞
それ,名詞
まで,助詞
の,助詞
生涯,名詞
に,助詞
於い,動詞
て,助詞
、,記号
その,連体詞
時,名詞
ただ,名詞
一,名詞
度,名詞
、,記号
と,助詞
いっ,動詞
て,助詞
も,助詞
過言,名詞
で,助動詞
ない,助動詞
くらい,助詞
